item_name,item_brand,item_quantity,return_quantity,return_rate
laptop bag,Nautica,1,1.0,1.0
hooded jacket,Under Armour,1,1.0,1.0
mascara,Lancome,5,5.0,1.0
lipstick,Yves Saint Laurent,1,1.0,1.0
ballet flats,Divarese,1,1.0,1.0
hiking shoes,Dockers,1,1.0,1.0
hat,Reebok,4,4.0,1.0
postman bag,Benetton,1,1.0,1.0
runner,Prism,3,3.0,1.0
hoodie,Helly Hansen,1,1.0,1.0
lipstick,Bobbi Brown,3,3.0,1.0
phone case,Pierre Cardin,1,1.0,1.0
shirt,Wrangler,1,1.0,1.0
cross body bag,U.S. Polo Assn.,1,1.0,1.0
boots,Tommy Hilfiger,1,1.0,1.0
food container,Zwilling,1,1.0,1.0
joggers,Aeropostale,3,3.0,1.0
polo shirt,U.S. Polo Assn.,4,4.0,1.0
backpack,Pierre Cardin,1,1.0,1.0
outdoor shoes,Jack Wolfskin,1,1.0,1.0
shirt,U.S. Polo Assn.,7,7.0,1.0
slippers,Pierre Cardin,2,2.0,1.0
shirt,Levis,4,4.0,1.0
t-shirt,Tommy Jeans,2,2.0,1.0
brow gel,Lancome,1,1.0,1.0
sleeveless,Quiksilver,1,1.0,1.0
outdoor shoes,Pierre Cardin,2,2.0,1.0
la femme intense edp 50 ml women perfume,Prada,1,1.0,1.0
the scent le parfum for him 50 ml,Hugo Boss,1,1.0,1.0
leggings,Skechers,2,2.0,1.0
bag accessories,Prism,1,1.0,1.0
hooded jacket,Kappa,1,1.0,1.0
light blue edt -100 ml+bc50+travel spray 10 ml perfume set,Dolce&Gabbana,1,1.0,1.0
1 million edt 100 ml + deo150 perfume set,Paco Rabanne,1,1.0,1.0
facial cleanser,Clarins,2,2.0,1.0
mr. edt 150 ml men perfume,Burberry,1,1.0,1.0
lip pencil,Dior,1,1.0,1.0
running shoes,Converse,2,2.0,1.0
outdoor shoes,Keen,1,1.0,1.0
beanie,Vans,1,1.0,1.0
jacket,Vans,1,1.0,1.0
blusher,Clinique,1,1.0,1.0
trousers,Prism,1,1.0,1.0
sweatshirt,U.S. Polo Assn.,1,1.0,1.0
belt,Prism,1,1.0,1.0
cardigan,Aeropostale,1,1.0,1.0
shirt,Dockers,1,1.0,1.0
wallet,Tommy Hilfiger,1,1.0,1.0
cardigan,Levis,1,1.0,1.0
t-shirt,Pierre Cardin,1,1.0,1.0
socks,Reebok,1,1.0,1.0
t-shirt,Tommy Jeans,1,1.0,1.0
joggers,Skechers,1,1.0,1.0
y men edp 200 ml perfume,Yves Saint Laurent,1,1.0,1.0
t-shirt,Levis,4,4.0,1.0
swim shorts,Quiksilver,1,1.0,1.0
jeans,Calvin Klein,1,1.0,1.0
t-shirt,Lee,1,1.0,1.0
running shoes,Salomon,1,1.0,1.0
steam generator iron,Philips,1,1.0,1.0
shirt,Jack & Jones,1,1.0,1.0
kitchen utensils,Prism,2,2.0,1.0
polo shirt,Kappa,1,1.0,1.0
windbreaker,adidas,1,1.0,1.0
boxers,Levis,2,2.0,1.0
boxers,Jack & Jones,4,4.0,1.0
socks,George Hogg,7,7.0,1.0
hoodie,Levis,4,4.0,1.0
hair straightener,Philips,10,10.0,1.0
crop top,Tommy Jeans,1,1.0,1.0
jumper,George Hogg,1,1.0,1.0
boxers,Under Armour,1,1.0,1.0
gentleman edt intense 100 ml,Givenchy,1,1.0,1.0
socks,Pierre Cardin,5,5.0,1.0
t-shirt,Levis,1,1.0,1.0
heeled shoes,Prism,1,1.0,1.0
sweatshirt,Wrangler,1,1.0,1.0
shirt,Pierre Cardin,3,3.0,1.0
shoulder bag,Nautica,1,1.0,1.0
boots,Skechers,1,1.0,1.0
running shoes,Hummel,2,2.0,1.0
espadrille,Prism,1,1.0,1.0
slippers,Benetton,2,2.0,1.0
moisturiser,Clinique,2,2.0,1.0
stationary items,Prism,2,2.0,1.0
backpack,Skechers,1,1.0,1.0
bed sheet,Prism,2,2.0,1.0
card sleeve,U.S. Polo Assn.,1,1.0,1.0
jacket,adidas,2,2.0,1.0
t-shirt,Helly Hansen,1,1.0,1.0
sneakers,Tommy Hilfiger,3,3.0,1.0
concealer,Estee Lauder,1,1.0,1.0
t-shirt,Reebok,2,2.0,1.0
hand bag,Pierre Cardin,1,1.0,1.0
running shoes,Nike,5,5.0,1.0
hiking shoes,National Geographic,1,1.0,1.0
tank top,Merrell,1,1.0,1.0
polo shirt,Puma,1,1.0,1.0
dinner set,Pierre Cardin,1,1.0,1.0
pyjama set,Pierre Cardin,1,1.0,1.0
perfume set,Chloe,1,1.0,1.0
toy,Prism,5,5.0,1.0
mr edt 100 ml perfume set,Burberry,2,2.0,1.0
suitcase,U.S. Polo Assn.,1,1.0,1.0
skin care set,Clarins,1,1.0,1.0
deodorant,Yves Saint Laurent,1,1.0,1.0
charm,Swarovski,2,2.0,1.0
jumpsuit,National Geographic,1,1.0,1.0
snow bootss,Guess,1,1.0,1.0
puffer coat,adidas,1,1.0,1.0
moisturiser,Clarins,2,2.0,1.0
juicer,Prism,1,1.0,1.0
eye pencil,Clarins,1,1.0,1.0
dekoratif çiçek,Prism,2,2.0,1.0
toner,La Mer,1,1.0,1.0
puffer vest,Tommy Hilfiger,1,1.0,1.0
coat,Desigual,1,1.0,1.0
sugar bowl,Prism,2,2.0,1.0
leggings,adidas,2,2.0,1.0
shirt,U.S. Polo Assn.,5,5.0,1.0
brow kit,Lancome,1,1.0,1.0
jumper,U.S. Polo Assn.,3,3.0,1.0
shirt,Lee Cooper,1,1.0,1.0
lifestyle shoes,Skechers,2,2.0,1.0
shorts,Hummel,1,1.0,1.0
sandals,Skechers,1,1.0,1.0
sneakers,U.S. Polo Assn.,2,2.0,1.0
trousers,Prism,4,4.0,1.0
duvet cover set,Prism,3,3.0,1.0
foundation,Lancome,1,1.0,1.0
joggers,Timberland,1,1.0,1.0
cake plate,Prism,3,3.0,1.0
sweatshirt,Skechers,1,1.0,1.0
laptop bag,Tommy Hilfiger,1,1.0,1.0
t-shirt,Hummel,4,4.0,1.0
dress,Nike,1,1.0,1.0
coat,Jack Wolfskin,1,1.0,1.0
outdoor boots,Timberland,1,1.0,1.0
record player,Prism,1,1.0,1.0
kettle,Smeg,1,1.0,1.0
running shoes,Hummel,4,4.0,1.0
shorts,Jack & Jones,2,2.0,1.0
dress,Columbia,1,1.0,1.0
duvet cover,Prism,2,2.0,1.0
dress,Hummel,1,1.0,1.0
jersey,Under Armour,1,1.0,1.0
seductive for men edt 100 ml perfume,Guess,1,1.0,1.0
jeans,Desigual,1,1.0,1.0
dress,Prism,3,3.0,1.0
peeling,Clarins,1,1.0,1.0
hoodie,National Geographic,2,2.0,1.0
leggings,Aeropostale,1,1.0,1.0
jacket,Wrangler,1,1.0,1.0
postman bag,Prism,1,1.0,1.0
cross body bag,Nautica,1,1.0,1.0
sneakers,Guess,1,1.0,1.0
backpack,adidas,1,1.0,1.0
socks,Reebok,2,2.0,1.0
ballet flats,Pierre Cardin,1,1.0,1.0
t-shirt,Hummel,1,1.0,1.0
limited edition edt 100 ml women perfume,Dkny,1,1.0,1.0
duvet cover,Prism,1,1.0,1.0
lifestyle shoes,Nike,2,2.0,1.0
dress,Aeropostale,2,2.0,1.0
boxers,U.S. Polo Assn.,1,1.0,1.0
puffer coat,Prism,1,1.0,1.0
trench coat,Pierre Cardin,1,1.0,1.0
candle,Prism,2,2.0,1.0
flipflops,adidas,4,4.0,1.0
cross body bag,Prism,2,2.0,1.0
outdoor shoes,Aeropostale,1,1.0,1.0
eyeshadow,Lancome,1,1.0,1.0
snow boots,Aeropostale,1,1.0,1.0
perfume,Chloe,2,2.0,1.0
coffee machine,Smeg,1,1.0,1.0
skirt,Levis,2,2.0,1.0
concealer,Guerlain,1,1.0,1.0
wrist bag,Nautica,1,1.0,1.0
deodorant,Pierre Cardin,1,1.0,1.0
water bottle,Quiksilver,2,2.0,1.0
hoodie,Vans,1,1.0,1.0
absolu edp 50 ml women perfume,Chloe,1,1.0,1.0
sunglasses,Prada,1,1.0,1.0
trousers,Salomon,1,1.0,1.0
jacket,Lee Cooper,1,1.0,1.0
watch,Fossil,1,1.0,1.0
socks,National Geographic,4,4.0,1.0
jeans,Prism,1,1.0,1.0
basketball shoes,Nike,1,1.0,1.0
jeans,Nautica,2,2.0,1.0
backpack,adidas,6,6.0,1.0
jewellery set,Swarovski,1,1.0,1.0
boxers,Nike,4,4.0,1.0
bralette,Tommy Hilfiger,1,1.0,1.0
hooded jumper,Prism,2,2.0,1.0
skirt,Wrangler,1,1.0,1.0
training shoes,Under Armour,2,2.0,1.0
phantom 100 ml perfume,Paco Rabanne,1,1.0,1.0
fame edp 50 ml perfume,Paco Rabanne,1,1.0,1.0
jacket,Under Armour,1,1.0,1.0
polo shirt,Skechers,2,2.0,1.0
alien goddess eau de perfume 90 ml,Thierry Mugler,1,1.0,1.0
polo shirt,adidas,3,3.0,1.0
sneakers,Armani Exchange,2,2.0,1.0
boots,Ugg,3,3.0,1.0
lipstick,Guerlain,1,1.0,1.0
hooded jacket,Hummel,2,2.0,1.0
flipflops,Quiksilver,1,1.0,1.0
sweatshirt,Prism,2,2.0,1.0
sweatshirt,Levis,2,2.0,1.0
denim jacket,Aeropostale,1,1.0,1.0
joggers,Kappa,1,1.0,1.0
jeans,Levis,2,2.0,1.0
skin care set,Estee Lauder,1,1.0,1.0
snow globe,Prism,1,1.0,1.0
tank top,Under Armour,1,1.0,1.0
hooded jumper,Levis,1,1.0,1.0
outdoor shoes,Prism,1,1.0,1.0
loafer,Prism,1,1.0,1.0
flipflops,adidas,3,3.0,1.0
lifestyle shoes,Aeropostale,1,1.0,1.0
hoodie,Pierre Cardin,1,1.0,1.0
noir extreme all over spray 150 ml unisex perfume,Tom Ford,1,1.0,1.0
heeled boots,Tommy Hilfiger,1,1.0,1.0
acqua di gio profondo edp 200ml,Armani,1,1.0,1.0
belt,George Hogg,2,2.0,1.0
jersey,Puma,1,1.0,1.0
makeup set,Clarins,1,1.0,1.0
jeans,Lee,4,4.0,1.0
foundation,Dior,1,1.0,1.0
hooded jacket,Skechers,1,1.0,1.0
hoodie,Salomon,1,1.0,1.0
puffer coat,Pierre Cardin,1,1.0,1.0
denim jacket,Karl Lagerfeld,1,1.0,1.0
nail polish,Dior,2,2.0,1.0
suitcase,Benetton,2,2.0,1.0
code edt men perfume set 125 ml,Armani,1,1.0,1.0
snack,Prism,1,1.0,1.0
vest,Tommy Hilfiger,1,1.0,1.0
backpack,Vans,1,1.0,1.0
juicer,Philips,1,1.0,1.0
joggers,Hummel,2,2.0,1.0
makeup set,Estee Lauder,1,1.0,1.0
t-shirt,Nike,2,2.0,1.0
makeup set,Lancome,1,1.0,1.0
denim jacket,Lee Cooper,1,1.0,1.0
basket,Prism,1,1.0,1.0
jeans,Pierre Cardin,2,2.0,1.0
lifestyle shoes,Lacoste,1,1.0,1.0
ballet flats,Tommy Hilfiger,1,1.0,1.0
lifestyle shoes,Converse,1,1.0,1.0
slippers,Calvin Klein,3,3.0,1.0
trousers,Wrangler,2,2.0,1.0
bodysuit,Prism,1,1.0,1.0
lip balm,Clarins,1,1.0,1.0
sandals,Quiksilver,1,1.0,1.0
bronze goddess edp 100 ml perfume,Estee Lauder,1,1.0,1.0
sports bra,Calvin Klein,1,1.0,1.0
vest,National Geographic,2,2.0,1.0
socks,Levis,2,2.0,1.0
slippers,Prism,9,9.0,1.0
milk frother,Smeg,1,1.0,1.0
sleeveless,Prism,1,1.0,1.0
sweatshirt,Prism,1,1.0,1.0
sweatshirt,Pierre Cardin,2,2.0,1.0
t-shirt,Benetton,1,1.0,1.0
outdoor boots,Pierre Cardin,1,1.0,1.0
duffle bag,Puma,1,1.0,1.0
backpack,Tommy Hilfiger,1,1.0,1.0
coat,Benetton,1,1.0,1.0
gaiter,National Geographic,2,2.0,1.0
sweatshirt,Timberland,1,1.0,1.0
mwe jumbo edp 150 ml men perfume,Bvlgari,1,1.0,1.0
jeans,Levis,3,3.0,1.0
hat,Puma,1,1.0,1.0
jacket,Dockers,1,1.0,1.0
jumper,Dockers,1,1.0,1.0
jacket,Pierre Cardin,2,2.0,1.0
jacket,National Geographic,1,1.0,1.0
body lotion,Paco Rabanne,1,1.0,1.0
higher edt 100 ml men perfume,Dior,4,4.0,1.0
boots,Dockers,1,1.0,1.0
night cream,Estee Lauder,1,1.0,1.0
socks,Calvin Klein,1,1.0,1.0
boottled edp limited edition 100 ml perfume,Hugo Boss,1,1.0,1.0
floor mat,Prism,1,1.0,1.0
shorts,Guess,1,1.0,1.0
gloves,Prism,2,2.0,1.0
coat,George Hogg,2,2.0,1.0
outdoor boots,Dockers,1,1.0,1.0
pullover,Prism,1,1.0,1.0
gloves,National Geographic,2,2.0,1.0
jeans,Jack & Jones,1,1.0,1.0
coat,Pierre Cardin,1,1.0,1.0
tank top,Under Armour,2,2.0,1.0
tank top,Asics,1,1.0,1.0
bodysuit,Prism,2,2.0,1.0
socks,Nike,1,1.0,1.0
puffer vest,Benetton,1,1.0,1.0
sandals,Benetton,1,1.0,1.0
face mask,Clarins,1,1.0,1.0
shoulder bag,Desigual,1,1.0,1.0
football,adidas,2,2.0,1.0
clutch,Lancaster,1,1.0,1.0
hoodie,Converse,1,1.0,1.0
snow bootss,Ugg,1,1.0,1.0
voleyball shoes,Asics,7,7.0,1.0
sports bra,Under Armour,1,1.0,1.0
cufflink,George Hogg,1,1.0,1.0
sweatshirt,Jack & Jones,4,4.0,1.0
wallet,Love Moschino,1,1.0,1.0
napkin holder,Prism,2,2.0,1.0
socks,Hummel,1,1.0,1.0
scarf,National Geographic,3,3.0,1.0
sweatshirt,adidas,1,1.0,1.0
coat,Hummel,1,1.0,1.0
vest,U.S. Polo Assn.,1,1.0,1.0
skin care set,Clinique,1,1.0,1.0
trousers,Lee,1,1.0,1.0
jacket,Pierre Cardin,1,1.0,1.0
outdoor shoes,Helly Hansen,1,1.0,1.0
lifestyle shoes,Nike,4,4.0,1.0
scarf,U.S. Polo Assn.,2,2.0,1.0
basketball shoes,Reebok,1,1.0,1.0
socks,George Hogg,3,3.0,1.0
lifestyle shoes,Skechers,3,3.0,1.0
notebook,Prism,3,3.0,1.0
jersey,adidas,15,15.0,1.0
sneakers,Guess,2,2.0,1.0
bvlgarı man in black men perfume set (100ml edp + 15ml edp),Bvlgari,1,1.0,1.0
boxers,U.S. Polo Assn.,7,7.0,1.0
raincoat,The North Face,2,2.0,1.0
noır extreme set,Tom Ford,1,1.0,1.0
mascara,Shiseido,1,1.0,1.0
shower gel,Michael Kors,1,1.0,1.0
pot set,Zwilling,1,1.0,1.0
brow liner,Dior,1,1.0,1.0
hero edt 100 ml + hero body wash 75 ml + 7.5ml hero perfume,Burberry,1,1.0,1.0
shorts,Billabong,1,1.0,1.0
facial cleanser,Dior,1,1.0,1.0
sneakers,Calvin Klein,1,1.0,1.0
outdoor shoes,The North Face,1,1.0,1.0
hiking shoes,U.S. Polo Assn.,2,2.0,1.0
swim shorts,adidas,1,1.0,1.0
sleeveless,Reebok,1,1.0,1.0
hooded jacket,Puma,1,1.0,1.0
hooded jumper,Pierre Cardin,1,1.0,1.0
thong,Tommy Hilfiger,1,1.0,1.0
polo shirt,Merrell,1,1.0,1.0
face towel,Prism,2,2.0,1.0
belt,Aeropostale,1,1.0,1.0
shorts,Quiksilver,2,2.0,1.0
joggers,Guess,2,2.0,1.0
mug,Prism,6,6.0,1.0
puffer coat,Jack Wolfskin,1,1.0,1.0
gloves,Under Armour,1,1.0,1.0
trousers,Dockers,3,3.0,1.0
si edp 150 ml women perfume,Armani,1,1.0,1.0
pillowcase,Prism,2,2.0,1.0
boxers,Jack & Jones,5,5.0,1.0
body mist,Pierre Cardin,1,1.0,1.0
hoodie,Billabong,1,1.0,1.0
dekoratif çiçek,Prism,1,1.0,1.0
phone case,Tommy Hilfiger,1,1.0,1.0
boxers,Pierre Cardin,1,1.0,1.0
scarf,Benetton,1,1.0,1.0
beanie,Aeropostale,1,1.0,1.0
vest,Pierre Cardin,1,1.0,1.0
dress,U.S. Polo Assn.,1,1.0,1.0
jacket,Nike,1,1.0,1.0
espadrille,Tommy Hilfiger,1,1.0,1.0
tote bag,Calvin Klein,1,1.0,1.0
mug,Prism,3,3.0,1.0
joggers,U.S. Polo Assn.,3,3.0,1.0
shorts,The North Face,1,1.0,1.0
shin guards,Nike,2,2.0,1.0
mascara,Estee Lauder,1,1.0,1.0
beanie,Levis,1,1.0,1.0
polo shirt,Jack Wolfskin,1,1.0,1.0
t-shirt,Desigual,1,1.0,1.0
skirt,Reebok,1,1.0,1.0
suitcase,Benetton,1,1.0,1.0
thermals,Helly Hansen,1,1.0,1.0
backpack,Quiksilver,1,1.0,1.0
wallet,National Geographic,1,1.0,1.0
shorts,Nike,3,3.0,1.0
duffle bag,Gap,1,1.0,1.0
toaster,Smeg,1,1.0,1.0
sweatshirt,Armani Exchange,1,1.0,1.0
sweatshirt,U.S. Polo Assn.,2,2.0,1.0
sneakers,Hummel,1,1.0,1.0
backpack,Aeropostale,2,2.0,1.0
shirt,Lee,1,1.0,1.0
strainer,Prism,1,1.0,1.0
decoration accessories,Prism,3,3.0,1.0
shirt,Nautica,1,1.0,1.0
jumper,Tommy Jeans,2,2.0,1.0
wallet,U.S. Polo Assn.,2,2.0,1.0
skirt,National Geographic,1,1.0,1.0
sweatshirt,Salomon,1,1.0,1.0
jumpsuit,Nike,1,1.0,1.0
serum,Clinique,5,5.0,1.0
powder,Bobbi Brown,1,1.0,1.0
vacuum,Philips,1,1.0,1.0
jeans,Levis,1,1.0,1.0
sweatshirt,Hummel,1,1.0,1.0
wellies,Aeropostale,1,1.0,1.0
sneakers,National Geographic,2,2.0,1.0
jacket,adidas,1,1.0,1.0
leggings,Nike,1,1.0,1.0
coat,The North Face,1,1.0,1.0
outdoor shoes,adidas,2,2.0,1.0
hiking shoes,Reebok,2,2.0,1.0
shirt,Pierre Cardin,2,2.0,1.0
scarf,Prism,2,2.0,1.0
sleeveless,Under Armour,1,1.0,1.0
t-shirt,Nautica,3,3.0,1.0
outdoor shoes,Vans,2,2.0,1.0
swim shorts,Nautica,1,1.0,1.0
poncho,Prism,1,1.0,1.0
t-shirt,Lee,2,2.0,1.0
hat,Aeropostale,1,1.0,1.0
boots,Lee Cooper,1,1.0,1.0
seductive noir for men edt 100 ml perfume,Guess,1,1.0,1.0
tank top,Jack & Jones,1,1.0,1.0
puffer coat,Lee Cooper,1,1.0,1.0
insolence eau de parfum 75 ml,Guerlain,1,1.0,1.0
wallet,Love Moschino,2,2.0,1.0
face cream,Yves Saint Laurent,1,1.0,1.0
basketball shoes,Puma,1,1.0,1.0
plate,Prism,4,4.0,1.0
sneaker,Armani Exchange,1,1.0,1.0
lifestyle shoes,adidas,1,1.0,1.0
lifestyle shoes,Reebok,1,1.0,1.0
running shoes,Puma,1,1.0,1.0
socks,Pierre Cardin,1,1.0,1.0
coat,Aeropostale,2,2.0,1.0
socks,Prism,1,1.0,1.0
wellies,Tommy Hilfiger,1,1.0,1.0
la vie est belle soleil cristal100 ml perfume,Lancome,1,1.0,1.0
polo shirt,Reebok,1,1.0,1.0
denim jacket,Tommy Jeans,1,1.0,1.0
kettle,Zwilling,2,2.0,1.0
clutch,Versace Jeans,1,1.0,1.0
peeling,Shiseido,1,1.0,1.0
dress shoes,Levis,2,2.0,1.0
home accessories,Prism,3,3.0,1.0
clutch,U.S. Polo Assn.,2,2.0,1.0
shoulder bag,Guess,2,2.0,1.0
skirt,Pierre Cardin,1,1.0,1.0
swim shorts,Tommy Hilfiger,2,2.0,1.0
skin care set,Clinique,8,8.0,1.0
hoodie,Kappa,1,1.0,1.0
sunglasses,Prism,2,2.0,1.0
hat,Billabong,1,1.0,1.0
powder,Bobbi Brown,2,2.0,1.0
belt,Lee Cooper,1,1.0,1.0
air purifier,Philips,1,1.0,1.0
running shoes,Salomon,2,2.0,1.0
socks,National Geographic,1,1.0,1.0
coat,Levis,2,2.0,1.0
boots,Timberland,1,1.0,1.0
boxers,Jack & Jones,1,1.0,1.0
shirt,U.S. Polo Assn.,15,15.0,1.0
clutch,Prism,1,1.0,1.0
puffer vest,adidas,1,1.0,1.0
jeans,Tommy Jeans,2,2.0,1.0
sneakers,Aeropostale,4,4.0,1.0
joggers,Pierre Cardin,2,2.0,1.0
code edp perfume 110 ml,Armani,1,1.0,1.0
runner,Prism,4,4.0,1.0
socks,George Hogg,2,2.0,1.0
face mask,Bobbi Brown,1,1.0,1.0
perfume,Dkny,1,1.0,1.0
decoration accessories,Prism,20,20.0,1.0
guilty edp pf intense 90 ml perfume,Gucci,1,1.0,1.0
epilator,Philips,1,1.0,1.0
bedcover,Prism,2,2.0,1.0
shirt,Pierre Cardin,5,5.0,1.0
shorts,Merrell,1,1.0,1.0
tank top,Calvin Klein,2,2.0,1.0
outdoor shoes,Puma,2,2.0,1.0
dress,Karl Lagerfeld,1,1.0,1.0
wallet,Desigual,1,1.0,1.0
phone case,Prism,1,1.0,1.0
snow boots,Prism,1,1.0,1.0
toner,Shiseido,1,1.0,1.0
tie,Swarovski,1,1.0,1.0
gloves,U.S. Polo Assn.,1,1.0,1.0
sneakers,Prism,1,1.0,1.0
t-shirt,Benetton,2,2.0,1.0
polo shirt,Guess,1,1.0,1.0
serum,Estee Lauder,1,1.0,1.0
moisturiser,Clinique,4,4.0,1.0
beanie,Hummel,1,1.0,1.0
duffle bag,Nike,1,1.0,1.0
polo shirt,Under Armour,1,1.0,1.0
socks,Pierre Cardin,6,6.0,1.0
her edt 100 ml perfume,Burberry,1,1.0,1.0
swimsuit,Aeropostale,2,2.0,1.0
swim shorts,Skechers,1,1.0,1.0
loafer,Tommy Hilfiger,1,1.0,1.0
shorts,Hummel,2,2.0,1.0
slip,Calvin Klein,1,1.0,1.0
mug,National Geographic,2,2.0,1.0
tote bag,Fossil,1,1.0,1.0
t-shirt,Lee Cooper,3,3.0,1.0
moisturiser,Lancome,1,1.0,1.0
cosmetic bag,Pierre Cardin,1,1.0,1.0
puffer vest,Reebok,1,1.0,1.0
running shoes,Converse,1,1.0,1.0
short-sleeved shirt,Pierre Cardin,2,2.0,1.0
sunglasses,Dolce&Gabbana,1,1.0,1.0
vase,Prism,3,3.0,1.0
sweatshirt,Levis,1,1.0,1.0
lifestyle shoes,Skechers,1,1.0,1.0
coat,Skechers,1,1.0,1.0
sneakers,Timberland,1,1.0,1.0
shin guards,Nike,1,1.0,1.0
polo shirt,National Geographic,2,2.0,1.0
man in black jumbo edp 150 ml men perfume,Bvlgari,1,1.0,1.0
bathrobe,Pierre Cardin,1,1.0,1.0
sweatshirt,Skechers,2,2.0,1.0
hat,Nike,1,1.0,1.0
voleyball shoes,Asics,2,2.0,1.0
hooded shirts,Pierre Cardin,1,1.0,1.0
slippers,Aeropostale,3,3.0,1.0
shorts,Lee Cooper,2,2.0,1.0
gift box,Prism,1,1.0,1.0
boot,Caterpillar,1,1.0,1.0
windbreaker,Columbia,2,2.0,1.0
shoulder bag,Armani Exchange,1,1.0,1.0
polo shirt,Kappa,2,2.0,1.0
gloves,Benetton,1,1.0,1.0
brush,Dior,1,1.0,1.0
t-shirt,Salomon,1,1.0,1.0
beanie,Nike,1,1.0,1.0
coat,Tommy Hilfiger,2,2.0,1.0
sweatshirt,Hummel,2,2.0,1.0
hoodie,Levis,1,1.0,1.0
makeup set,Estee Lauder,2,2.0,1.0
sandals,Tommy Hilfiger,1,1.0,1.0
cake plate,Prism,1,1.0,1.0
sandals,adidas,1,1.0,1.0
waist bag,Guess,3,3.0,1.0
boots,Vans,1,1.0,1.0
t-shirt,Levis,3,3.0,1.0
vase,Prism,2,2.0,1.0
hoodie,Benetton,1,1.0,1.0
pot,Zwilling,1,1.0,1.0
clutch,Aeropostale,1,1.0,1.0
lipstick,Yves Saint Laurent,2,2.0,1.0
foundation,Shiseido,1,1.0,1.0
shoe cleaning set,Prism,1,1.0,1.0
kitchen utensils,Prism,1,1.0,1.0
waist bag,Armani Exchange,1,1.0,1.0
jacket,Puma,2,2.0,1.0
serum,Lancome,2,2.0,1.0
swim shorts,Lee,2,2.0,1.0
dress,Pierre Cardin,2,2.0,1.0
running shoes,Helly Hansen,1,1.0,1.0
scarf,Prism,3,3.0,1.0
slippers,Divarese,1,1.0,1.0
nail polish,Pierre Cardin,3,3.0,1.0
tote bag,Lancaster,1,1.0,1.0
hat,Quiksilver,1,1.0,1.0
airpods case,Tommy Hilfiger,1,1.0,1.0
sunglasses,Under Armour,1,1.0,1.0
jeans,Prism,2,2.0,1.0
joggers,Levis,2,2.0,1.0
boots,National Geographic,2,2.0,1.0
eye cream,Clinique,5,5.0,1.0
duffle bag,National Geographic,1,1.0,1.0
after shave,Bvlgari,1,1.0,1.0
tennis shoes,adidas,1,1.0,1.0
moisturiser,Clinique,1,1.0,1.0
boots,Divarese,1,1.0,1.0
running shoes,Reebok,5,5.0,1.0
t-shirt,Quiksilver,1,1.0,1.0
eye makeup remover,Lancome,1,1.0,1.0
slippers,Nike,1,1.0,1.0
dress,Pierre Cardin,1,1.0,1.0
decoration accessories,Prism,1,1.0,1.0
cross body bag,Prism,1,1.0,1.0
bronzer,Estee Lauder,1,1.0,1.0
lifestyle shoes,Asics,1,1.0,1.0
outdoor boot,Pierre Cardin,1,1.0,1.0
wallet,Prism,3,3.0,1.0
mascara,Yves Saint Laurent,2,2.0,1.0
bathroom accessories,Prism,2,2.0,1.0
short-sleeved shirt,Wrangler,1,1.0,1.0
hiking shoes,Converse,1,1.0,1.0
jeans,Pierre Cardin,6,6.0,1.0
sports bra,Nike,3,3.0,1.0
dress,Puma,1,1.0,1.0
hiking shoes,Asics,1,1.0,1.0
shorts,Tommy Hilfiger,1,1.0,1.0
face mask,Prism,1,1.0,1.0
skin care set,Clinique,5,5.0,1.0
trousers,Vans,1,1.0,1.0
sports bra,Guess,1,1.0,1.0
socks,Prism,8,8.0,1.0
coffee machine,Philips,1,1.0,1.0
makeup set,Yves Saint Laurent,1,1.0,1.0
barbecue,Prism,2,2.0,1.0
jumpsuit,Calvin Klein,1,1.0,1.0
sneaker,Caterpillar,1,1.0,1.0
joggers,Tommy Jeans,2,2.0,1.0
t-shirt,Aeropostale,1,1.0,1.0
lifestyle shoes,adidas,2,2.0,1.0
boots,Caterpillar,1,1.0,1.0
sweatshirt,Prism,3,3.0,1.0
polo shirt,Levis,2,2.0,1.0
the dreamer edt 50 ml men perfume,Versace,2,2.0,1.0
hiking shoes,Skechers,4,4.0,1.0
sandals,Skechers,2,2.0,1.0
polo shirt,Lee,1,1.0,1.0
magnetic edt 100 ml men perfume,Lacoste,1,1.0,1.0
sneakers,Divarese,1,1.0,1.0
peeling,Lancome,1,1.0,1.0
foundation,Yves Saint Laurent,1,1.0,1.0
blusher,Estee Lauder,1,1.0,1.0
jeans,Lee,2,2.0,1.0
tank top,Levis,1,1.0,1.0
after shave,Pierre Cardin,1,1.0,1.0
perfume set,Bvlgari,1,1.0,1.0
skirt,Aeropostale,2,2.0,1.0
hiking shoes,Vans,2,2.0,1.0
shirt,Lee,3,3.0,1.0
hand bag,Love Moschino,2,2.0,1.0
swimsuit,Quiksilver,1,1.0,1.0
noir anthracite edp 50 ml perfume,Tom Ford,1,1.0,1.0
hoodie,National Geographic,1,1.0,1.0
slippers,National Geographic,2,2.0,1.0
polo shirt,U.S. Polo Assn.,1,1.0,1.0
trousers,U.S. Polo Assn.,7,7.0,1.0
jeans,Wrangler,2,2.0,1.0
moisturiser,Clinique,7,7.0,1.0
football shoes,adidas,4,4.0,1.0
hand bag,Nike,3,3.0,1.0
ombre leather perfume 100 ml,Tom Ford,1,1.0,1.0
hoodie,Columbia,1,1.0,1.0
slippers,Hush Puppies,2,2.0,1.0
