item_name,item_brand,item_main_category,item_sub_category,Best_Profit_GBP_Per_Item,Best_Profit_Margin_Per_Item
alien luxury edp 60 ml women perfume set,Thierry Mugler,Cosmetics & Makeup & Selfcare,Perfume,50.9,0.63625
angel heavenly star edp 100 ml women perfume,Thierry Mugler,Cosmetics & Makeup & Selfcare,Perfume,66.8,0.6361904761904762
t-shirt,Skechers,Suits & Tops,T-shirts,15.9,0.636
es extreme edt 100 ml men perfume,Dior,Cosmetics & Makeup & Selfcare,Perfume,31.8,0.636
beautiful magnolia 50 ml edp women perfume,Estee Lauder,Cosmetics & Makeup & Selfcare,Perfume,31.8,0.636
dh sport edt perfume 75 ml int22,Dior,Cosmetics & Makeup & Selfcare,Perfume,47.7,0.636
l`interdıt edt 80 ml perfume set,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,44.5,0.63571428571428568
perfume set,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,54.0,0.63538461538461533
gentleman edp 60 ml perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,41.3,0.63538461538461533
la nuıt de l`homme edt 100 ml men perfume set,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,41.3,0.63538461538461533
polo shirt,Jack & Jones,Suits & Tops,T-shirts,12.7,0.635
sports bra,Tommy Hilfiger,Homewear & Underwear,Bras,12.7,0.635
black opium edp extreme 90 ml,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,63.5,0.635
bra,Tommy Hilfiger,Homewear & Underwear,Bras,18.2,0.635
girl american refreshments perfume set,Tommy Hilfiger,Cosmetics & Makeup & Selfcare,Perfume,12.7,0.635
polo shirt,Quiksilver,Suits & Tops,T-shirts,12.7,0.635
miss new edt spr 50 ml perfume,Dior,Cosmetics & Makeup & Selfcare,Perfume,25.4,0.635
libre edt 90 ml women perfume,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,50.8,0.635
libre edp 90 ml perfume set,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,76.2,0.635
libre edp 90 ml women perfume set,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,44.4,0.63428571428571423
polo shirt,Helly Hansen,Suits & Tops,T-shirts,37.7,0.634
aqua allegoria rosa rossa edt 75 ml women perfume,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,50.7,0.63375
t-shirt,Aeropostale,Suits & Tops,T-shirts,12.4,0.6333333333333333
t-shirt,Levis,Suits & Tops,T-shirts,20.6,0.6333333333333333
polo shirt,Levis,Suits & Tops,T-shirts,21.4,0.6333333333333333
shirt,Jack & Jones,Suits & Tops,Shirts,18.6,0.6333333333333333
tank top,Jack & Jones,Suits & Tops,T-shirts,3.8,0.6333333333333333
sleeveless,Benetton,Suits & Tops,T-shirts,5.7,0.6333333333333333
tank top,Quiksilver,Suits & Tops,T-shirts,5.7,0.6333333333333333
idôle edp 100 ml perfume set,Lancome,Cosmetics & Makeup & Selfcare,Perfume,53.8,0.63294117647058823
idole aura eau de perfume 100 ml,Lancome,Cosmetics & Makeup & Selfcare,Perfume,60.1,0.63263157894736843
la vie est belle edp 100 ml perfume set,Lancome,Cosmetics & Makeup & Selfcare,Perfume,56.9,0.63222222222222224
idole aura eau de perfume 50 ml,Lancome,Cosmetics & Makeup & Selfcare,Perfume,47.4,0.632
Extreme Rush 120 ml Edt Parfume,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,22.1,0.63142857142857145
mens extreme night edt 100ml,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,28.4,0.63111111111111107
50 ml perfume,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,31.5,0.63
boxer,Tommy Hilfiger,Homewear & Underwear,"Boxers, Trunks & Slips",18.9,0.63
wonderlust 100 ml edp set,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,37.8,0.63
wonderlust `sublime` edp 50 ml perfume,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,25.2,0.63
sweatshirt,Tommy Hilfiger,Suits & Tops,Sweatshirts,98.4,0.6294736842105263
perfume,Hugo Boss,Cosmetics & Makeup & Selfcare,Perfume,62.1,0.62909090909090915
perfume set,Hugo Boss,Cosmetics & Makeup & Selfcare,Perfume,56.6,0.62888888888888894
les exceptions chyprisime edp 80 ml women perfume,Thierry Mugler,Cosmetics & Makeup & Selfcare,Perfume,22.0,0.62857142857142856
alien goddess eau de perfume 90 ml,Thierry Mugler,Cosmetics & Makeup & Selfcare,Perfume,66.0,0.62857142857142856
the scent le parfum for him 100 ml,Hugo Boss,Cosmetics & Makeup & Selfcare,Perfume,59.7,0.628421052631579
joggers,Tommy Hilfiger,Bottoms,Joggers & Leggings,65.3,0.62833333333333341
gıvenchy gentleman edp reserve prıvee 60 ml men perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,37.7,0.62833333333333341
polo shirt,Skechers,Suits & Tops,T-shirts,18.2,0.628
blouse,Desigual,Suits & Tops,T-shirts,50.3,0.628
gentleman edt intense 100 ml,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,47.1,0.628
edp men perfume set 100 ml,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,47.1,0.628
hot couture edp 50 ml women perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,15.7,0.628
elle edp 50 ml women perfume,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,31.4,0.628
black opium edp women perfume set 90 ml,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,56.5,0.62777777777777777
ysl edp 100 ml perfume set,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,65.9,0.62761904761904763
ysl black opium edp 90 ml perfume set,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,75.3,0.6275
edt reno 60 ml perfume,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,34.5,0.62727272727272732
irresistible edp 50 ml women perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,43.9,0.62714285714285711
l`interdit edt 80 ml women perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,53.3,0.62705882352941178
t-shirt,Helly Hansen,Suits & Tops,T-shirts,21.1,0.62666666666666671
75 ml perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,18.8,0.62666666666666671
la petıte robe noıre legere edp 100 ml perfume,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,31.3,0.626
perfume,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,96.8,0.62571428571428567
la nuit tresor edp 30 ml perfume,Lancome,Cosmetics & Makeup & Selfcare,Perfume,21.9,0.62571428571428567
idylle eau de parfum 75 ml,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,71.9,0.62521739130434784
blouse,Aeropostale,Suits & Tops,T-shirts,12.5,0.625
leggings,Benetton,Bottoms,Joggers & Leggings,12.1,0.625
joggers,Benetton,Bottoms,Joggers & Leggings,20.7,0.625
socks,Puma,Homewear & Underwear,Socks,6.6,0.625
blouse,Levis,Suits & Tops,T-shirts,14.5,0.625
mon sparkling bouquet edp 50 ml women perfume,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,50.0,0.625
boxers,Aeropostale,Homewear & Underwear,"Boxers, Trunks & Slips",2.5,0.625
sleeveless,Aeropostale,Suits & Tops,T-shirts,2.9,0.625
g18 xmas edp 50 ml women perfume set,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,37.5,0.625
la vie est belle edp 75 ml perfume set,Lancome,Cosmetics & Makeup & Selfcare,Perfume,53.1,0.62470588235294122
leggings,Quiksilver,Bottoms,Joggers & Leggings,15.6,0.624
sweatshirt,Jack Wolfskin,Suits & Tops,Sweatshirts,97.1,0.62352941176470589
belt,Tommy Hilfiger,Accessories,Belts,24.6,0.62333333333333329
hoodie,Jack Wolfskin,Suits & Tops,Sweatshirts,23.0,0.62285714285714289
extreme blue 2 parça 70 ml holiday perfume set,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,21.8,0.62285714285714289
sexy amber edp 185 ml women perfume,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,43.6,0.62285714285714289
vest,Jack Wolfskin,Outerwear,Vests,66.3,0.62249999999999994
polo shirt,Aeropostale,Suits & Tops,T-shirts,6.0,0.62222222222222223
shirt,Levis,Suits & Tops,T-shirts,6.2,0.62222222222222223
sweatshirt,Quiksilver,Suits & Tops,Sweatshirts,82.2,0.622
coat,Tommy Hilfiger,Outerwear,Vests,124.4,0.622
hoodie,Tommy Hilfiger,Suits & Tops,Sweatshirts,54.7,0.62181818181818183
gorgeous! 50 ml edp set,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,34.2,0.62181818181818183
boss the scent pure accord for her 100ml,Hugo Boss,Cosmetics & Makeup & Selfcare,Perfume,43.5,0.62142857142857144
y men edp 200 ml perfume,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,80.7,0.62076923076923074
tank top,Aeropostale,Suits & Tops,T-shirts,8.9,0.62
shirt,Benetton,Suits & Tops,Shirts,26.9,0.62
crop top,Aeropostale,Homewear & Underwear,Bras,4.6,0.62
boxers,Levis,Homewear & Underwear,"Boxers, Trunks & Slips",15.3,0.62
sweatshirt,Jack & Jones,Suits & Tops,Sweatshirts,29.9,0.62
blouse,Benetton,Suits & Tops,T-shirts,18.2,0.62
tank top,Levis,Suits & Tops,T-shirts,3.5,0.62
shirt,Aeropostale,Suits & Tops,Shirts,30.5,0.62
socks,Salomon,Homewear & Underwear,Socks,12.4,0.62
body mist,Clarins,Cosmetics & Makeup & Selfcare,Perfume,38.3,0.62
perfume,Gucci,Cosmetics & Makeup & Selfcare,Perfume,64.2,0.62
t-shirt,Desigual,Suits & Tops,T-shirts,34.1,0.62
noir anthracite edp 100 ml perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,31.0,0.62
socks,Asics,Homewear & Underwear,Socks,9.3,0.62
bralette,Tommy Hilfiger,Homewear & Underwear,Bras,11.9,0.62
l´interdit millesime edp 50 mlperfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,40.3,0.62
gentleman edt intense 60 ml,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,40.3,0.62
black opium edp 90 ml perfume set,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,52.7,0.62
pyjama set,Tommy Hilfiger,Homewear & Underwear,Pyjamas,12.4,0.62
seductive for men edt 100 ml perfume,Guess,Cosmetics & Makeup & Selfcare,Perfume,24.8,0.62
l`homme sport edt 60 ml men perfume,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,24.8,0.62
bronze goddess eau fraiche50 ml perfume,Estee Lauder,Cosmetics & Makeup & Selfcare,Perfume,27.9,0.62
uomo edt 50 ml men perfume,Guess,Cosmetics & Makeup & Selfcare,Perfume,21.7,0.62
gentlemen only intense edt 100 ml men perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,21.7,0.62
bella vita edp 50 ml perfume,Guess,Cosmetics & Makeup & Selfcare,Perfume,18.6,0.62
perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,229.2,0.61944444444444446
guilty ph edp perfume 150 ml,Gucci,Cosmetics & Makeup & Selfcare,Perfume,74.3,0.61916666666666664
peut etre edp 75 ml women perfume,Lancome,Cosmetics & Makeup & Selfcare,Perfume,34.0,0.61818181818181817
aqua allegoria granada salvıa edt 75 ml women perfume,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,61.8,0.618
aqua allegoria mandarine basilic edt 75 ml women perfume,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,61.8,0.618
abs or ep ex edp 125 ml perfume,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,139.0,0.61777777777777776
shirt,Jack Wolfskin,Suits & Tops,Shirts,52.9,0.61749999999999994
samsara eau de parfum 75 ml,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,74.1,0.61749999999999994
la vie est belle 30 ml perfume set,Lancome,Cosmetics & Makeup & Selfcare,Perfume,18.5,0.6166666666666667
hoodie,Quiksilver,Suits & Tops,Sweatshirts,54.7,0.6166666666666667
t-shirt,The North Face,Suits & Tops,T-shirts,30.7,0.616
Extreme Rush 2 Parça Parfume Set,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,30.8,0.616
gorgeous! 100 ml edp set,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,43.1,0.61571428571428577
twilight shimmer edp 100 ml perfume,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,27.7,0.61555555555555552
sweatshirt,Benetton,Suits & Tops,Sweatshirts,33.3,0.615
joggers,Skechers,Bottoms,Joggers & Leggings,37.5,0.615
hoodie,Jack & Jones,Suits & Tops,Sweatshirts,22.5,0.615
sweatshirt,Skechers,Suits & Tops,Sweatshirts,39.9,0.615
sweatshirt,Helly Hansen,Suits & Tops,Sweatshirts,85.4,0.615
airpods case,Tommy Hilfiger,Accessories,Other,21.5,0.61428571428571432
thermals,Helly Hansen,Homewear & Underwear,Undershirts,26.6,0.61428571428571432
t-shirt,New Balance,Suits & Tops,T-shirts,11.7,0.61428571428571421
singlet,Benetton,Suits & Tops,T-shirts,4.3,0.61428571428571421
boxer,Jack & Jones,Homewear & Underwear,"Boxers, Trunks & Slips",4.3,0.61428571428571421
shirt,Desigual,Suits & Tops,Shirts,39.9,0.61384615384615382
coat,Skechers,Outerwear,Vests,39.9,0.61384615384615382
vest,Benetton,Outerwear,Vests,54.1,0.6133333333333334
hoodie,Helly Hansen,Suits & Tops,Sweatshirts,56.9,0.6133333333333334
shirt,Levis,Suits & Tops,Shirts,50.1,0.61333333333333329
puffer vest,Benetton,Outerwear,Vests,46.0,0.61333333333333329
polo shirt,The North Face,Suits & Tops,T-shirts,27.0,0.61333333333333329
jacket,Desigual,Outerwear,Vests,92.0,0.61333333333333329
shower gel,Michael Kors,Cosmetics & Makeup & Selfcare,Perfume,4.6,0.61333333333333329
libre edt 50 ml women perfume,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Perfume,36.8,0.61333333333333329
vest,Jack & Jones,Outerwear,Vests,36.8,0.61333333333333329
face lotion,Estee Lauder,Cosmetics & Makeup & Selfcare,Perfume,42.9,0.61285714285714288
the scent le parfum for her 50 ml,Hugo Boss,Cosmetics & Makeup & Selfcare,Perfume,42.9,0.61285714285714288
socks,Under Armour,Homewear & Underwear,Socks,9.2,0.6125
joggers,Jack & Jones,Bottoms,Joggers & Leggings,24.5,0.6125
phone accessories,Swarovski,Accessories,Other,32.1,0.6125
l`interdit edt 50 ml women perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,39.8,0.61230769230769222
bronze goddess edp 100 ml perfume,Estee Lauder,Cosmetics & Makeup & Selfcare,Perfume,39.8,0.61230769230769222
linterdit edp 80 ml+lotion75 ml+travel spray 15 ml perfume set,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,55.1,0.61222222222222222
eau des jardins perfume,Clarins,Cosmetics & Makeup & Selfcare,Perfume,15.3,0.612
gentlemen only absolute edp 100 ml men perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,30.6,0.612
seductive noir for women edt 50 ml perfume,Guess,Cosmetics & Makeup & Selfcare,Perfume,30.6,0.612
l`interdit edition millésime 50 ml women perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,30.6,0.612
guılty pour homme edp 90 ml,Gucci,Cosmetics & Makeup & Selfcare,Perfume,52.0,0.611764705882353
bloom profumo di fiori edp 50 ml women perfume,Gucci,Cosmetics & Makeup & Selfcare,Perfume,52.0,0.611764705882353
gentleman edt 60 ml men perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,36.7,0.61166666666666669
black orchid edp set,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,48.9,0.61125
short-sleeved shirt,Aeropostale,Suits & Tops,Shirts,9.0,0.61111111111111116
sleeveless,Jack & Jones,Homewear & Underwear,Undershirts,5.8,0.61111111111111116
leather spray 150 ml perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,27.5,0.61111111111111116
fabulous edp 100 ml - unisex perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,137.5,0.61111111111111116
tobacco vanilla edp 100 ml women perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,116.1,0.61105263157894729
guilty edp pf intense 90 ml perfume,Gucci,Cosmetics & Makeup & Selfcare,Perfume,67.2,0.610909090909091
guılty love pour femme edp 90 ml,Gucci,Cosmetics & Makeup & Selfcare,Perfume,39.7,0.61076923076923084
body mist,Guess,Cosmetics & Makeup & Selfcare,Perfume,8.6,0.61
phone case,Swarovski,Accessories,Other,17.3,0.61
joggers,Quiksilver,Bottoms,Joggers & Leggings,24.3,0.61
perfume,Guess,Cosmetics & Makeup & Selfcare,Perfume,6.1,0.61
shower gel,Chloe,Cosmetics & Makeup & Selfcare,Perfume,6.1,0.61
seductive for women edt 75 ml perfume,Guess,Cosmetics & Makeup & Selfcare,Perfume,24.4,0.61
k by edt 100 ml + aftershave balm 50 ml + travel spray 10 ml perfume set,Dolce&Gabbana,Cosmetics & Makeup & Selfcare,Perfume,48.8,0.61
la vie est belle florale edt 50 ml women perfume,Lancome,Cosmetics & Makeup & Selfcare,Perfume,18.3,0.61
insolence eau de parfum 75 ml,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,73.2,0.61
aqua allegoria flora salvaggiaedt 75 ml women perfume,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,54.9,0.61
l`instant de guerlaın eau de parfum 75 ml,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,88.4,0.60965517241379319
jacket,Jack Wolfskin,Suits & Tops,Sweatshirts,173.5,0.60952380952380958
la nuıt tresor perfume set,Lancome,Cosmetics & Makeup & Selfcare,Perfume,33.5,0.60909090909090913
wallet,Tommy Hilfiger,Accessories,Wallets & Sleeves,37.7,0.60888888888888881
wallet,Versace Jeans,Accessories,Wallets & Sleeves,47.5,0.60888888888888881
phone case,Tommy Hilfiger,Accessories,Other,27.4,0.60888888888888881
card sleeve,Tommy Hilfiger,Accessories,Wallets & Sleeves,26.1,0.60857142857142854
t-shirt,Timberland,Suits & Tops,T-shirts,26.7,0.60857142857142854
polo shirt,Timberland,Suits & Tops,T-shirts,31.8,0.608
coat,Quiksilver,Outerwear,Coats,166.3,0.608
coat,Tommy Hilfiger,Outerwear,Coats,167.3,0.608
hoodie,Benetton,Suits & Tops,Sweatshirts,17.1,0.60666666666666669
t-shirt,Tommy Jeans,Suits & Tops,T-shirts,27.9,0.60666666666666669
jacket,Skechers,Outerwear,Vests,39.4,0.60615384615384615
hoodie,Skechers,Suits & Tops,Sweatshirts,29.2,0.60571428571428565
unlimited edt 50 ml men perfume,Hugo Boss,Cosmetics & Makeup & Selfcare,Perfume,21.2,0.60571428571428565
absolu edp 75 ml women perfume,Chloe,Cosmetics & Makeup & Selfcare,Perfume,42.4,0.60571428571428565
vest,Helly Hansen,Outerwear,Vests,54.5,0.60555555555555551
leggings,Desigual,Bottoms,Joggers & Leggings,33.3,0.60545454545454536
boottled tonic edt 50 ml men perfume,Hugo Boss,Cosmetics & Makeup & Selfcare,Perfume,33.3,0.60545454545454536
1 million pacman edt 100 ml perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,33.3,0.60545454545454536
alive edp 80 ml perfume set,Hugo Boss,Cosmetics & Makeup & Selfcare,Perfume,45.4,0.60533333333333328
vest,Skechers,Outerwear,Vests,49.6,0.605
perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,37.7,0.605
lange noir edp 75 ml women perfume,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,24.2,0.605
absolu edp 30 ml women perfume,Chloe,Cosmetics & Makeup & Selfcare,Perfume,24.2,0.605
perfume set,Chloe,Cosmetics & Makeup & Selfcare,Perfume,51.4,0.6047058823529412
invıctus edt 100 ml + deo150 perfume set,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,39.3,0.60461538461538455
olympea solar edp intense 50 ml perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,39.3,0.60461538461538455
puffer vest,Jack & Jones,Outerwear,Vests,18.0,0.604
polo shirt,Tommy Jeans,Suits & Tops,T-shirts,32.0,0.604
black orchid edp 50 ml + blackorchıd travel spray 10 ml,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,33.2,0.60363636363636364
joggers,Aeropostale,Bottoms,Joggers & Leggings,19.5,0.60333333333333339
sweatshirt,Aeropostale,Suits & Tops,Sweatshirts,30.1,0.60333333333333339
wallet,Jack Wolfskin,Accessories,Wallets & Sleeves,18.1,0.60333333333333339
just different edt 75 ml men perfume,Hugo Boss,Cosmetics & Makeup & Selfcare,Perfume,18.1,0.60333333333333339
guilty ph edp perfume 90 ml,Gucci,Cosmetics & Makeup & Selfcare,Perfume,54.3,0.60333333333333328
flora gorgeous jasmine edp 100 mlperfume,Gucci,Cosmetics & Makeup & Selfcare,Perfume,63.3,0.60285714285714287
rose prick edp 50 ml perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,84.4,0.60285714285714287
soleıl neıge edp 50 ml,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,84.4,0.60285714285714287
raincoat,Jack Wolfskin,Outerwear,Coats,103.7,0.60266666666666668
lipstick,Givenchy,Cosmetics & Makeup & Selfcare,Perfume,22.6,0.60266666666666668
mon sparkling bouquet edp 100 ml women perfume,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,69.3,0.6026086956521739
idôle perfume set,Lancome,Cosmetics & Makeup & Selfcare,Perfume,69.3,0.6026086956521739
tresor lumineuse edp 50 ml women perfume,Lancome,Cosmetics & Makeup & Selfcare,Perfume,24.1,0.6025
coat,Jack Wolfskin,Outerwear,Coats,155.9,0.60222222222222221
"the only one edp 100 ml travel spray 10ml + 7,5 ml mini perfume set",Dolce&Gabbana,Cosmetics & Makeup & Selfcare,Perfume,75.2,0.6016
vest,Tommy Hilfiger,Outerwear,Vests,90.2,0.60133333333333339
shower gel,Dolce&Gabbana,Cosmetics & Makeup & Selfcare,Perfume,45.1,0.60133333333333339
puffer coat,Tommy Hilfiger,Outerwear,Coats,163.4,0.60111111111111115
sweatshirt,Levis,Suits & Tops,Sweatshirts,38.6,0.60000000000000009
hoodie,Levis,Suits & Tops,Sweatshirts,33.1,0.60000000000000009
leggings,Skechers,Bottoms,Joggers & Leggings,22.2,0.60000000000000009
t-shirt,Nautica,Suits & Tops,T-shirts,14.9,0.60000000000000009
socks,U.S. Polo Assn.,Homewear & Underwear,Socks,8.5,0.6
socks,Kappa,Homewear & Underwear,Socks,4.8,0.6
t-shirt,adidas,Suits & Tops,T-shirts,30.0,0.6
polo shirt,George Hogg,Suits & Tops,T-shirts,9.0,0.6
t-shirt,Dockers,Suits & Tops,T-shirts,11.3,0.6
leggings,Aeropostale,Bottoms,Joggers & Leggings,8.8,0.6
polo shirt,Nike,Suits & Tops,T-shirts,13.9,0.6
belt,Aeropostale,Accessories,Belts,3.5,0.6
jersey,adidas,Suits & Tops,T-shirts,52.6,0.6
t-shirt,George Hogg,Suits & Tops,T-shirts,14.6,0.6
hoodie,Aeropostale,Suits & Tops,Sweatshirts,19.5,0.6
wallet,Quiksilver,Accessories,Wallets & Sleeves,6.0,0.6
sports bra,Skechers,Homewear & Underwear,Bras,11.7,0.6
hooded shirts,Levis,Suits & Tops,Shirts,9.0,0.6
thermals,Quiksilver,Homewear & Underwear,Undershirts,9.0,0.6
shirt,Aeropostale,Suits & Tops,Sweatshirts,17.4,0.6
